Category			Species		Count
		Aequorivita sublithincola	101385	1	
		Ornithobacterium rhinotracheale	28251	2	
		Psychroflexus torquis	57029	1	
		Nonlabens dokdonensis	328515	1	
		Nonlabens sp. MIC269	1476901	1	
		Nonlabens sediminis	319236	1	
		Nonlabens sp. MB-3u-79	2058134	1	
		Polaribacter sp. MED152	313598	1	
		Polaribacter vadi	1774273	1	
		Polaribacter reichenbachii	996801	1	
		Polaribacter sp. BM10	1529069	1	
		Polaribacter sp. ALD11	2058137	1	
		Elizabethkingia anophelis	1117645	3	
		Elizabethkingia miricola	172045	1	
		Elizabethkingia meningoseptica	238	1	
		Elizabethkingia ursingii	1756150	1	
		Elizabethkingia bruuniana	1756149	1	
		Myroides sp. A21	1583100	1	
		Myroides profundi	480520	1	
		Myroides odoratimimus	76832	1	
		Myroides sp. ZB35	1458492	1	
		Chryseobacterium sp. StRB126	878220	1	
		Chryseobacterium gallinarum	1324352	1	
		Chryseobacterium sp. IHB B 17019	1721091	1	
		Chryseobacterium sp. IHB B 10212	1685010	1	
		Chryseobacterium indologenes	253	1	
		Chryseobacterium sp. T16E-39	2015076	1	
		Chryseobacterium piperi	558152	1	
		Chryseobacterium taklimakanense	536441	1	
		Chryseobacterium sp. 3008163	2478663	1	
		Chryseobacterium sp. 6424	2039166	1	
		Winogradskyella sp. PG-2	754409	1	
		Winogradskyella sp. J14-2	1936080	1	
		Siansivirga zeaxanthinifaciens	762954	1	
		Algibacter alginolytica	1736674	1	
		Sediminicola sp. YIK13	1453352	1	
		Tenacibaculum dicentrarchi	669041	1	
		Tenacibaculum sp. LPB0136	1850252	1	
		Tenacibaculum jejuense	584609	1	
		Tenacibaculum maritimum	107401	1	
		Lutibacter sp. LP1	1622118	1	
		Lutibacter sp. LPB0138	1850246	1	
		Wenyingzhuangia fucanilytica	1790137	1	
		Formosa sp. Hel1 33_131		1	
		Formosa sp. Hel3 A1_48		1	
		Salegentibacter sp. T436	1729720	1	
		Seonamhaeicola sp. S2-3	1936081	1	
		Arenibacter algicola	616991	1	
		Olleya sp. Bg11-27	2058135	1	
		Olleya aquimaris	639310	1	
		Flavivirga eckloniae	1803846	1	
		Tamlana sp. UJ94	2069432	1	
		Aureitalea sp. RR4-38	2094025	1	
		Flagellimonas sp. HME9304	1383885	1	
		Kordia sp. SMS9	2282170	1	
		Mariniflexile sp. TRM1-10	2027857	1	
		Aquimarina sp. BL5	1714860	1	
		Aquimarina sp. AD1	1714848	1	
		Aquimarina sp. AD10	1714849	1	
		Euzebyella marina	1761453	1	
		Flavobacteriaceae bacterium 3519-10	531844	1	
		Flavobacteriaceae bacterium UJ101	1150389	1	
		Candidatus Sulcia muelleri	336810	9	
		Blattabacterium sp. (Blattella germanica)	624186	1	
		Blattabacterium sp. (Periplaneta americana)	367488	1	
		Blattabacterium sp. (Mastotermes darwiniensis)	39768	1	
		Blattabacterium punctulatus	164514	1	
		Blattabacterium sp. (Blaberus giganteus)	1186051	1	
		Blattabacterium sp. (Blatta orientalis)	367806	1	
		Blattabacterium cuenoti	1653831	1	
		Blattabacterium sp. (Nauphoeta cinerea)	1316444	1	
		Blattabacterium sp. (Cryptocercus kyebangensis)	298656	1	
		Fluviicola taffensis	191579	1	
		Candidatus Fluviicola riflensis	1798018	1	
		Owenweeksia hongkongensis	253245	1	
		Ichthyobacterium seriolicida	242600	1	
		Candidatus Walczuchella monophlebidarum	1415657	1	
		Candidatus Uzinura diaspidicola	670956	1	
		Bacteroidetes bacterium UKL13-3	1690483	1	
	Chlorobi	Chlorobaculum tepidum	1097	1	
		Chlorobaculum parvum	274539	1	
		Chlorobaculum limnaeum	274537	1	
		Chlorobium chlorochromatii	337090	1	
		Chlorobium phaeobacteroides	1096	2	
		Chlorobium limicola	1092	1	
		Chlorobium phaeovibrioides	1094	1	
		Pelodictyon luteolum	1100	1	
		Pelodictyon phaeoclathratiforme	34090	1	
		Prosthecochloris aestuarii	1102	1	
		Prosthecochloris sp. CIB 2401	1868325	1	
		Prosthecochloris sp. HL-130-GSB	1974213	1	
		Prosthecochloris sp. GSB1	281093	1	
		Chloroherpeton thalassium	100716	1	
		Ignavibacterium album	591197	1	
		Melioribacter roseus	1134405	1	
	Balneolaeota	Candidatus Cyclonatronum proteinivorum	1457365	1	
	Cloacimonetes	Candidatus Cloacimonas acidaminovorans	456827	1	
	Aquificae	Aquifex aeolicus	63363	1	
		Hydrogenobaculum sp. Y04AAS1	380749	1	
		Hydrogenobaculum sp. HO	547144	1	
		Hydrogenobaculum sp. SN	547146	1	
		Hydrogenobacter thermophilus	940	2	
		Thermocrinis albus	136094	1	
		Thermocrinis ruber	75906	1	
		Sulfurihydrogenibium sp. YO3AOP1	436114	1	
		Sulfurihydrogenibium azorense	309806	1	
		Persephonella marina	309805	1	
		Thermosulfidibacter takaii	412593	1	
		Thermovibrio ammonificans	228745	1	
		Desulfurobacterium thermolithotrophum	64160	1	
	Thermotogae	Thermotoga maritima	2336	6	
		Thermotoga petrophila	93929	1	
		Thermotoga sp. RQ2	126740	1	
		Thermotoga neapolitana	2337	1	
		Thermotoga naphthophila	93930	1	
		Thermotoga sp. 2812B	1157948	1	
		Thermotoga sp. Cell2	1157947	1	
		Thermotoga sp. RQ7	126738	1	
		Pseudothermotoga lettingae	177758	1	
		Pseudothermotoga thermarum	119394	1	
		Pseudothermotoga hypogea	57487	1	
		Thermosipho melanesiensis	46541	1	
		Thermosipho africanus	2421	1	
		Thermosipho sp. 1063	1462747	1	
		Thermosipho sp. 1070	1437364	1	
		Fervidobacterium nodosum	2424	1	
		Fervidobacterium pennivorans	93466	1	
		Fervidobacterium islandicum	2423	1	
		Petrotoga mobilis	69499	1	
		Marinitoga piezophila	149715	1	
		Marinitoga sp. 1137	1545835	1	
		Defluviitoga tunisiensis	1006576	1	
		Kosmotoga olearia	651457	1	
		Kosmotoga pacifica	1330330	1	
		Mesotoga prima	1184387	1	
		Mesotoga infera	1236046	1	
	Caldiserica	Caldisericum exile	693075	1	
	Chrysiogenetes	Desulfurispirillum indicum	936456	1	
	Deferribacteres	Deferribacter desulfuricans	197162	1	
		Denitrovibrio acetiphilus	118000	1	
		Calditerrivibrio nitroreducens	477976	1	
		Flexistipes sinusarabici	2352	1	
	Calditrichaeota	Caldithrix abyssi	187145	1	
	Dictyoglomi	Dictyoglomus thermophilum	14	1	
		Dictyoglomus turgidum	513050	1	
	Nitrospirae	Thermodesulfovibrio yellowstonii	28262	1	
		Nitrospira defluvii	330214	1	
		Nitrospira moscoviensis	42253	1	
		Candidatus Nitrospira inopinata	1715989	1	
		Nitrospira japonica	1325564	1	
		Leptospirillum ferrooxidans	180	1	
		Leptospirillum ferriphilum	178606	2	
		Leptospirillum sp. Group II 'CF-1'	1660083	1	
	Thermodesulfobacteria	Thermodesulfatator indicus	171695	1	
		Thermodesulfobacterium geofontis	1295609	1	
		Thermodesulfobacterium commune	1741	1	
		Caldimicrobium thiodismutans	1653476	1	
	Saccharibacteria	Candidatus Saccharimonas aalborgensis	1332188	1	
		Candidatus Saccharibacteria bacterium RAAC3 TM7_1		1	
		Candidatus Saccharibacteria bacterium GW2011 GWC2_44_17		1	
		Candidatus Saccharibacteria oral taxon TM7x	1476577	1	
	Peregrinibacteria	Candidatus Peribacter riflensis	1735162	1	
	Bipolaricaulota	Candidatus Bipolaricaulis anaerobius	2026885	1	
	Other	Candidatus Methylomirabilis oxyfera	671143	1	
	Unclassified Bacteria	candidate division SR1 bacterium RAAC1 SR1_1		1	
		candidate division SR1 bacterium Aalborg AAW-1		1	
		candidate division WWE3 bacterium RAAC2 WWE3_1		1	
		candidate division Kazan bacterium GW2011 GWA1_50_15		1	
		Berkelbacteria bacterium GW2011 GWE1_39_12		1	
		Candidatus Beckwithbacteria bacterium GW2011 GWC1_49_16		1	
		Candidatus Woesebacteria bacterium GW2011 GWF1_31_35		1	
		Candidatus Wolfebacteria bacterium GW2011 GWB1_47_1		1	
		Candidatus Campbellbacteria bacterium GW2011 OD1_34_28		1	
		candidate division TM6 bacterium GW2011 GWF2_28_16		1	
		bacterium AB1	1898108	1	
Archaea	Euryarchaeota	Methanocaldococcus jannaschii	2190	1	
		Methanocaldococcus fervens	83171	1	
		Methanocaldococcus vulcanius	73913	1	
		Methanocaldococcus sp. FS406-22	644281	1	
		Methanocaldococcus infernus	67760	1	
		Methanocaldococcus bathoardescens	1301915	1	
		Methanotorris igneus	2189	1	
		Methanococcus maripaludis	39152	5	
		Methanococcus aeolicus	42879	1	
		Methanococcus vannielii	2187	1	
		Methanococcus voltae	2188	1	
		Methanothermococcus okinawensis	155863	1	
		Methanothermobacter thermautotrophicus	145262	1	
		Methanothermobacter marburgensis	145263	1	
		Methanothermobacter sp. CaT2	866790	1	
		Methanothermobacter wolfeii	145261	1	
		Methanothermobacter sp. EMTCatA1	2017966	1	
		Methanothermobacter sp. MT-2	1898379	1	
		Methanosphaera stadtmanae	2317	1	
		Methanosphaera sp. BMS	1789762	1	
		Methanobrevibacter smithii	2173	1	
		Methanobrevibacter ruminantium	83816	1	
		Methanobrevibacter sp. AbM4	224719	1	
		Methanobrevibacter millerae	230361	1	
		Methanobrevibacter sp. YE315	1609968	1	
		Methanobrevibacter olleyae	294671	1	
		Methanobacterium lacus	877455	1	
		Methanobacterium paludis	868131	1	
		Methanobacterium sp. MB1	1379702	1	
		Methanobacterium formicicum	2162	2	
		Methanobacterium congolense	118062	1	
		Methanobacterium subterraneum	59277	1	
		Methanobacterium sp. MZ-A1	1911685	1	
		Methanobacterium sp. BRmetb2	2025350	1	
		Methanothermus fervidus	2180	1	
		Methanopyrus kandleri	2320	1	
		Archaeoglobus fulgidus	2234	2	
		Archaeoglobus profundus	84156	1	
		Archaeoglobus veneficus	58290	1	
		Archaeoglobus sulfaticallidus	1316941	1	
		Ferroglobus placidus	54261	1	
		Geoglobus acetivorans	565033	1	
		Geoglobus ahangari	113653	1	
		Thermoplasma acidophilum	2303	1	
		Thermoplasma volcanium	50339	1	
		Picrophilus torridus	82076	1	
		Ferroplasma acidarmanus	97393	1	
		Ferroplasma acidiphilum	74969	1	
		Cuniculiplasma divulgatum	1673428	1	
		Thermoplasmatales archaeon BRNA1	1054217	1	
		Candidatus Methanomethylophilus alvus	1291540	1	
		Candidatus Methanomassiliicoccus intestinalis	1406512	1	
		Candidatus Methanoplasma termitum	1577791	1	
		methanogenic archaeon ISO4-H5	1495144	1	
		Aciduliprofundum boonei	379547	1	
		Aciduliprofundum sp. MAR08-339	673860	1	
		Pyrococcus horikoshii	53953	1	
		Pyrococcus abyssi	29292	1	
		Pyrococcus furiosus	2261	2	
		Pyrococcus sp. NA2	342949	1	
		Pyrococcus yayanosii	1008460	1	
		Pyrococcus sp. ST04	1183377	1	
		Pyrococcus sp. NCB100	1609559	1	
		Thermococcus kodakarensis	311400	1	
		Thermococcus onnurineus	342948	1	
		Thermococcus gammatolerans	187878	1	
		Thermococcus sibiricus	172049	1	
		Thermococcus barophilus	55802	1	
		Thermococcus sp. 4557	1042877	1	
		Thermococcus sp. AM4	246969	1	
		Thermococcus cleftensis	163003	1	
		Thermococcus litoralis	2265	1	
		Thermococcus paralvinellae	582419	1	
		Thermococcus nautili	195522	1	
		Thermococcus eurythermalis	1505907	1	
		Thermococcus guaymasensis	110164	1	
		Thermococcus sp. 2319x1	1674923	1	
		Thermococcus chitonophagus	54262	1	
		Thermococcus peptonophilus	53952	1	
		Thermococcus piezophilus	1712654	1	
		Thermococcus gorgonarius	71997	1	
		Thermococcus celer	2264	1	
		Thermococcus barossii	54077	1	
		Thermococcus sp. 5-4	2008440	1	
		Thermococcus siculi	72803	1	
		Thermococcus thioreducens	277988	1	
		Thermococcus profundus	49899	1	
		Thermococcus radiotolerans	187880	1	
		Thermococcus pacificus	71998	1	
		Palaeococcus pacificus	971279	1	
		Methanosarcina acetivorans	2214	1	
		Methanosarcina barkeri	2208	5	
		Methanosarcina mazei	2209	4	
		Methanosarcina vacuolata	2215	1	
		Methanosarcina sp. Kolksee	1434099	1	
		Methanosarcina lacustris	170861	1	
		Methanosarcina sp. MTP4	1434100	1	
		Methanosarcina sp. WH1	1434102	1	
		Methanosarcina sp. WWM596	1434103	1	
		Methanosarcina siciliae	38027	3	
		Methanosarcina thermophila	2210	2	
		Methanosarcina horonobensis	418008	1	
		Methanosarcina flavescens	1715806	1	
		Methanococcoides burtonii	29291	1	
		Methanococcoides methylutens	2226	1	
		Methanohalophilus mahii	2176	1	
		Methanohalophilus halophilus	2177	1	
		Methanohalobium evestigatum	2322	1	
		Methanosalsum zhilinae	39669	1	
		Methanolobus psychrophilus	420950	1	
		Methanomethylovorans hollandica	101192	1	
		Methanothrix thermoacetophila	2224	1	
		Methanothrix soehngenii	2223	1	
		Methanosaeta harundinacea	301375	1	
		Methanospirillum hungatei	2203	1	
		Methanocorpusculum labreanum	83984	1	
		Methanoculleus marisnigri	2198	1	
		Methanoculleus bourgensis	83986	1	
		Methanoculleus sp. MAB1	86622	1	
		Methanolacinia petrolearia	54120	1	
		Methanoregula boonei	358766	1	
		Methanoregula formicica	882104	1	
		Methanosphaerula palustris	475088	1	
		Methanocella paludicola	570267	1	
		Methanocella conradii	1175444	1	
		Methanocella arvoryzae	1175445	1	
		Halobacterium salinarum	2242	2	
		Halobacterium sp. DL1	751944	1	
		Halobacterium hubeiense	1407499	1	
		Halalkalicoccus jeotgali	413810	1	
		Halodesulfurarchaeum formicicum	1873524	2	
		Halanaeroarchaeum sulfurireducens	1604004	2	
		Haloarcula marismortui	2238	1	
		Haloarcula hispanica	51589	2	
		Haloarcula sp. CBA1115	1592728	1	
		Haloarcula taiwanensis	1932004	1	
		Natronomonas pharaonis	2257	1	
		Natronomonas moolapensis	416273	1	
		Halorhabdus utahensis	146826	1	
		Halorhabdus tiamatea	430914	1	
		Halomicrobium mukohataei	57705	1	
		Halorientalis sp. IM1011	1932360	1	
		Haloarculaceae archaeon HArcel1	1679096	1	
		Haloquadratum walsbyi	293091	2	
		Haloferax volcanii	2246	1	
		Haloferax mediterranei	2252	1	
		Haloferax gibbonsii	35746	1	
		Halogeometricum borinquense	60847	1	
		Haloplanus sp. CBA1112	1547898	1	
		Haloplanus sp. CBA1113	1547899	1	
		Halorubrum lacusprofundi	2247	1	
		Salinigranum rubrum	755307	1	
		Halohasta litchfieldiae	1073996	1	
		halophilic archaeon DL31	756883	1	
		Haloterrigena turkmenica	62320	1	
		Haloterrigena daqingensis	588898	1	
		Natrialba magadii	13769	1	
		Halopiger xanaduensis	387343	1	
		Natrinema sp. J7-2	406552	1	
		Natrinema pellirubrum	69525	1	
		Natronobacterium gregoryi	44930	1	
		Halovivax ruber	387341	1	
		Natronococcus occultus	29288	1	
		Salinarchaeum sp. Harcht-Bsk1	1333523	1	
		Halostagnicola larsenii	353800	1	
		Halobiforma lacisalsi	229731	1	
		Natronolimnobius aegyptiacus	745377	1	
		Natronolimnobius sp. AArc-Mg	2086290	1	
		Natronolimnobius sp. AArc1	2044521	1	
	Nanohaloarchaeota	Nanohaloarchaea archaeon SG9	1737403	1	
	Crenarchaeota	Aeropyrum pernix	56636	1	
		Aeropyrum camini	229980	1	
		Staphylothermus marinus	2280	1	
		Staphylothermus hellenicus	84599	1	
		Ignicoccus hospitalis	160233	1	
		Ignicoccus islandicus	54259	1	
		Desulfurococcus amylolyticus	94694	2	
		Desulfurococcus mucosus	2275	1	
		Thermosphaera aggregans	54254	1	
		Ignisphaera aggregans	334771	1	
		Thermogladius cellulolyticus	1200300	1	
		Hyperthermus butylicus	54248	1	
		Pyrolobus fumarii	54252	1	
		Pyrodictium delaneyi	1273541	1	
		Sulfurisphaera tokodaii	111955	1	
		Saccharolobus solfataricus	2287	5	
		Sulfolobus acidocaldarius	2285	4	
		Sulfolobus islandicus	43080	10	
		Sulfolobus sp. A20	1891280	1	
		Metallosphaera sedula	43687	1	
		Metallosphaera cuprina	1006005	1	
		Metallosphaera hakonensis	79601	1	
		Acidianus hospitalis	563177	1	
		Acidianus manzaensis	282676	1	
		Acidianus brierleyi	41673	1	
		Acidianus sulfidivorans	312539	1	
		Pyrobaculum aerophilum	13773	1	
		Pyrobaculum islandicum	2277	1	
		Pyrobaculum calidifontis	181486	1	
		Pyrobaculum arsenaticum	121277	1	
		Pyrobaculum ferrireducens	1104324	1	
		Pyrobaculum oguniense	99007	1	
		Pyrobaculum neutrophilum	70771	1	
		Pyrobaculum sp. WP30	1227555	1	
		Caldivirga maquilingensis	76887	1	
		Thermoproteus uzoniensis	184117	1	
		Thermoproteus tenax	2271	1	
		Vulcanisaeta distributa	164451	1	
		Vulcanisaeta moutnovskia	985052	1	
		Thermofilum pendens	2269	1	
		Thermofilum sp. 1910b	1365176	1	
		Thermofilum carboxyditrophus	1483572	1	
		Thermofilum sp. 1807-2	1550241	1	
		Acidilobus saccharovorans	242703	1	
		Acidilobus sp. 7A	1577685	1	
		Caldisphaera lagunensis	200415	1	
		Fervidicoccus fontis	683846	1	
	Thaumarchaeota	Nitrosopumilus maritimus	338192	1	
		Candidatus Nitrosopumilus sp. AR2	1229909	1	
		Candidatus Nitrosopumilus piranensis	1582439	1	
		Candidatus Nitrosopumilus adriaticus	1580092	1	
		Candidatus Nitrosopumilus koreensis	1510466	1	
		Candidatus Nitrosomarinus catalina	1898749	1	
		Cenarchaeum symbiosum	46770	1	
		Candidatus Nitrososphaera gargensis	497727	1	
		Nitrososphaera viennensis	1034015	1	
		Candidatus Nitrososphaera evergladensis	1459637	1	
		Candidatus Nitrocosmicus oleophilus	1353260	1	
		Candidatus Nitrosocaldus cavascurensis	2058097	1	
		Candidatus Caldiarchaeum subterraneum	311458	1	
		Candidatus Nitrosopelagicus brevis	1410606	1	
		Candidatus Nitrosotenuis cloacae	1603555	1	
		Candidatus Nitrosotalea devanaterra	1078905	1	
	Nanoarchaeota	Nanoarchaeum equitans	160232	1	
		Candidatus Nanopusillus acidilobi	1577684	1	
	Micrarchaeota	Candidatus Mancarchaeum acidiphilum	1920749	1	
	Korarchaeota	Candidatus Korarchaeum cryptofilum	498846	1	
	Bathyarchaeota	Candidatus Bathyarchaeota archaeon BA1	1700835	1	
		Candidatus Bathyarchaeota archaeon BA2	1700836	1	
	Lokiarchaeota	Lokiarchaeum sp. GC14 75		1	
	Unclassified Archaea	archaeon GW2011 AR10		1	
		archaeon GW2011 AR20		1	
