Name_of_pre.generated_SBGN_file	pathway.database	PATHWAY_URI	sub.database	pathway.id	DISPLAY_NAME
http___identifiers.org_reactome_R-HSA-111885.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-111885	reactome	R-HSA-111885	Opioid Signalling
http___identifiers.org_reactome_R-HSA-111931.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-111931	reactome	R-HSA-111931	PKA-mediated phosphorylation of CREB
http___identifiers.org_reactome_R-HSA-111932.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-111932	reactome	R-HSA-111932	CaMK IV-mediated phosphorylation of CREB
http___identifiers.org_reactome_R-HSA-111933.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-111933	reactome	R-HSA-111933	Calmodulin induced events
http___identifiers.org_reactome_R-HSA-111957.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-111957	reactome	R-HSA-111957	Cam-PDE 1 activation
http___identifiers.org_reactome_R-HSA-111995.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-111995	reactome	R-HSA-111995	phospho-PLA2 pathway
http___identifiers.org_reactome_R-HSA-111997.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-111997	reactome	R-HSA-111997	CaM pathway
http___identifiers.org_reactome_R-HSA-112043.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112043	reactome	R-HSA-112043	PLC beta mediated events
http___identifiers.org_reactome_R-HSA-112122.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112122	reactome	R-HSA-112122	ALKBH2 mediated reversal of alkylation damage
http___identifiers.org_reactome_R-HSA-112126.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112126	reactome	R-HSA-112126	ALKBH3 mediated reversal of alkylation damage
http___identifiers.org_reactome_R-HSA-112303.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112303	reactome	R-HSA-112303	Electric Transmission Across Gap Junctions
http___identifiers.org_reactome_R-HSA-112308.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112308	reactome	R-HSA-112308	Presynaptic depolarization and calcium channel opening
http___identifiers.org_reactome_R-HSA-112310.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112310	reactome	R-HSA-112310	Neurotransmitter release cycle
http___identifiers.org_reactome_R-HSA-112311.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112311	reactome	R-HSA-112311	Neurotransmitter clearance
http___identifiers.org_reactome_R-HSA-112314.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112314	reactome	R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission
http___identifiers.org_reactome_R-HSA-112382.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112382	reactome	R-HSA-112382	Formation of RNA Pol II elongation complex
http___identifiers.org_reactome_R-HSA-112409.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112409	reactome	R-HSA-112409	RAF-independent MAPK1/3 activation
http___identifiers.org_reactome_R-HSA-112411.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112411	reactome	R-HSA-112411	MAPK1 (ERK2) activation
http___identifiers.org_reactome_R-HSA-112412.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-112412	reactome	R-HSA-112412	SOS-mediated signalling
http___identifiers.org_reactome_R-HSA-113418.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-113418	reactome	R-HSA-113418	Formation of the Early Elongation Complex
http___identifiers.org_reactome_R-HSA-113501.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-113501	reactome	R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1
http___identifiers.org_reactome_R-HSA-113507.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-113507	reactome	R-HSA-113507	E2F-enabled inhibition of pre-replication complex formation
http___identifiers.org_reactome_R-HSA-114294.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-114294	reactome	R-HSA-114294	"Activation, translocation and oligomerization of BAX"
http___identifiers.org_reactome_R-HSA-114508.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-114508	reactome	R-HSA-114508	Effects of PIP2 hydrolysis
http___identifiers.org_reactome_R-HSA-114516.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-114516	reactome	R-HSA-114516	Disinhibition of SNARE formation
http___identifiers.org_reactome_R-HSA-114604.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-114604	reactome	R-HSA-114604	GPVI-mediated activation cascade
http___identifiers.org_reactome_R-HSA-114608.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-114608	reactome	R-HSA-114608	Platelet degranulation
http___identifiers.org_reactome_R-HSA-1169091.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1169091	reactome	R-HSA-1169091	Activation of NF-kappaB in B cells
http___identifiers.org_reactome_R-HSA-1169092.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1169092	reactome	R-HSA-1169092	Activation of RAS in B cells
http___identifiers.org_reactome_R-HSA-1169408.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1169408	reactome	R-HSA-1169408	ISG15 antiviral mechanism
http___identifiers.org_reactome_R-HSA-1170546.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1170546	reactome	R-HSA-1170546	Prolactin receptor signaling
http___identifiers.org_reactome_R-HSA-1181150.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1181150	reactome	R-HSA-1181150	Signaling by NODAL
http___identifiers.org_reactome_R-HSA-1221632.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1221632	reactome	R-HSA-1221632	Meiotic synapsis
http___identifiers.org_reactome_R-HSA-1222387.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1222387	reactome	R-HSA-1222387	Tolerance of reactive oxygen produced by macrophages
http___identifiers.org_reactome_R-HSA-1222449.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1222449	reactome	R-HSA-1222449	Mtb iron assimilation by chelation
http___identifiers.org_reactome_R-HSA-1222538.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1222538	reactome	R-HSA-1222538	Tolerance by Mtb to nitric oxide produced by macrophages
http___identifiers.org_reactome_R-HSA-1222541.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1222541	reactome	R-HSA-1222541	Cell redox homeostasis
http___identifiers.org_reactome_R-HSA-1222556.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1222556	reactome	R-HSA-1222556	"ROS, RNS production in phagocytes"
http___identifiers.org_reactome_R-HSA-1227986.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1227986	reactome	R-HSA-1227986	Signaling by ERBB2
http___identifiers.org_reactome_R-HSA-1234158.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1234158	reactome	R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor
http___identifiers.org_reactome_R-HSA-1234162.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1234162	reactome	R-HSA-1234162	Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha
http___identifiers.org_reactome_R-HSA-1234176.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1234176	reactome	R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
http___identifiers.org_reactome_R-HSA-1236382.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1236382	reactome	R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
http___identifiers.org_reactome_R-HSA-1236394.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1236394	reactome	R-HSA-1236394	Signaling by ERBB4
http___identifiers.org_reactome_R-HSA-1236973.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1236973	reactome	R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)
http___identifiers.org_reactome_R-HSA-1236974.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1236974	reactome	R-HSA-1236974	ER-Phagosome pathway
http___identifiers.org_reactome_R-HSA-1236977.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1236977	reactome	R-HSA-1236977	Endosomal/Vacuolar pathway
http___identifiers.org_reactome_R-HSA-1236978.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1236978	reactome	R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)
http___identifiers.org_reactome_R-HSA-1237044.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1237044	reactome	R-HSA-1237044	Erythrocytes take up carbon dioxide and release oxygen
http___identifiers.org_reactome_R-HSA-1237112.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1237112	reactome	R-HSA-1237112	Methionine salvage pathway
http___identifiers.org_reactome_R-HSA-1247673.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1247673	reactome	R-HSA-1247673	Erythrocytes take up oxygen and release carbon dioxide
http___identifiers.org_reactome_R-HSA-1250196.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1250196	reactome	R-HSA-1250196	SHC1 events in ERBB2 signaling
http___identifiers.org_reactome_R-HSA-1250342.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1250342	reactome	R-HSA-1250342	PI3K events in ERBB4 signaling
http___identifiers.org_reactome_R-HSA-1250347.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1250347	reactome	R-HSA-1250347	SHC1 events in ERBB4 signaling
http___identifiers.org_reactome_R-HSA-1251932.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1251932	reactome	R-HSA-1251932	PLCG1 events in ERBB2 signaling
http___identifiers.org_reactome_R-HSA-1251985.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1251985	reactome	R-HSA-1251985	Nuclear signaling by ERBB4
http___identifiers.org_reactome_R-HSA-1253288.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1253288	reactome	R-HSA-1253288	Downregulation of ERBB4 signaling
http___identifiers.org_reactome_R-HSA-1257604.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1257604	reactome	R-HSA-1257604	PI3K/AKT Signaling
http___identifiers.org_reactome_R-HSA-1266695.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1266695	reactome	R-HSA-1266695	Interleukin-7 signaling
http___identifiers.org_reactome_R-HSA-1268020.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1268020	reactome	R-HSA-1268020	Mitochondrial protein import
http___identifiers.org_reactome_R-HSA-1295596.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1295596	reactome	R-HSA-1295596	Spry regulation of FGF signaling
http___identifiers.org_reactome_R-HSA-1296025.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1296025	reactome	R-HSA-1296025	ATP sensitive Potassium channels
http___identifiers.org_reactome_R-HSA-1296041.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1296041	reactome	R-HSA-1296041	Activation of G protein gated Potassium channels
http___identifiers.org_reactome_R-HSA-1296052.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1296052	reactome	R-HSA-1296052	Ca activated K+ channels
http___identifiers.org_reactome_R-HSA-1296053.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1296053	reactome	R-HSA-1296053	Classical Kir channels
http___identifiers.org_reactome_R-HSA-1296061.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1296061	reactome	R-HSA-1296061	HCN channels
http___identifiers.org_reactome_R-HSA-1296067.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1296067	reactome	R-HSA-1296067	Potassium transport channels
http___identifiers.org_reactome_R-HSA-1296072.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1296072	reactome	R-HSA-1296072	Voltage gated Potassium channels
http___identifiers.org_reactome_R-HSA-1299287.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1299287	reactome	R-HSA-1299287	Tandem pore domain halothane-inhibited K+ channel (THIK)
http___identifiers.org_reactome_R-HSA-1299308.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1299308	reactome	R-HSA-1299308	Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)
http___identifiers.org_reactome_R-HSA-1299316.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1299316	reactome	R-HSA-1299316	TWIK-releated acid-sensitive K+ channel (TASK)
http___identifiers.org_reactome_R-HSA-1299344.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1299344	reactome	R-HSA-1299344	TWIK-related spinal cord K+ channel (TRESK)
http___identifiers.org_reactome_R-HSA-1299361.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1299361	reactome	R-HSA-1299361	TWIK-related alkaline pH activated K+ channel (TALK)
http___identifiers.org_reactome_R-HSA-1299503.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1299503	reactome	R-HSA-1299503	TWIK related potassium channel (TREK)
http___identifiers.org_reactome_R-HSA-1300642.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1300642	reactome	R-HSA-1300642	Sperm Motility And Taxes
http___identifiers.org_reactome_R-HSA-1300644.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1300644	reactome	R-HSA-1300644	Interaction With The Zona Pellucida
http___identifiers.org_reactome_R-HSA-1300645.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1300645	reactome	R-HSA-1300645	Acrosome Reaction
http___identifiers.org_reactome_R-HSA-1300652.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1300652	reactome	R-HSA-1300652	Sperm:Oocyte Membrane Binding
http___identifiers.org_reactome_R-HSA-1306955.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1306955	reactome	R-HSA-1306955	GRB7 events in ERBB2 signaling
http___identifiers.org_reactome_R-HSA-1307965.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1307965	reactome	R-HSA-1307965	betaKlotho-mediated ligand binding
http___identifiers.org_reactome_R-HSA-1358803.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1358803	reactome	R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling
http___identifiers.org_reactome_R-HSA-1362277.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1362277	reactome	R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex
http___identifiers.org_reactome_R-HSA-1362300.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1362300	reactome	R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1
http___identifiers.org_reactome_R-HSA-1362409.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1362409	reactome	R-HSA-1362409	Mitochondrial iron-sulfur cluster biogenesis
http___identifiers.org_reactome_R-HSA-1368071.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1368071	reactome	R-HSA-1368071	NR1D1 (REV-ERBA) represses gene expression
http___identifiers.org_reactome_R-HSA-1368082.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1368082	reactome	R-HSA-1368082	RORA activates gene expression
http___identifiers.org_reactome_R-HSA-1368108.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1368108	reactome	R-HSA-1368108	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"
http___identifiers.org_reactome_R-HSA-1369007.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1369007	reactome	R-HSA-1369007	Mitochondrial ABC transporters
http___identifiers.org_reactome_R-HSA-1369062.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-1369062	reactome	R-HSA-1369062	ABC transporters in lipid homeostasis
http___identifiers.org_reactome_R-HSA-139853.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-139853	reactome	R-HSA-139853	Elevation of cytosolic Ca2+ levels
http___identifiers.org_reactome_R-HSA-139910.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-139910	reactome	R-HSA-139910	Activation of BMF and translocation to mitochondria
http___identifiers.org_reactome_R-HSA-139915.sbgn	pathwayCommons	http://identifiers.org/reactome/R-HSA-139915	reactome	R-HSA-139915	Activation of PUMA and translocation to mitochondria
